profile_gender,profile_age,work_country,work_province,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_specialization_courses,profile_open_source_contributions,profile_programming_as_hobby,work_role,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,tools_IDEs,tools_work_pc_os,tools_cellphone_os,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,work_has_violence_situations,profile_sexual_orientation,profile_has_disabilities,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_recommended,company_diversity_policies,company_extra_benefits,company_best_companies_city
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,12.0,4.0,0.0,0,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,Sí,No,Data Scientist / Data Engineer,"Amazon Web Services, Linux","Bash/Shell, Python",Flask,"Apache Hive, Presto",Ninguna,Vim,GNU/Linux,Android,"Sí, activa",0.0,Porcentaje de mi sueldo,Full-Time,268000.0,168000.0,,4,4,Menos de un sueldo,Performance individual,Dos,17.0,7,Jamás,Heterosexual,,No,11-50,Producto basado en Software,5,3,"Clases de idiomas, Horarios flexibles",
Mujer,24,Argentina,GBA,1.0,1.0,1.0,0,Universitario,En curso,Diseño Multimedial,UNA,No,No,No,Developer,Amazon Web Services,"CSS, HTML, Javascript",jQuery,Ninguna,Ninguna,Visual Studio Code,Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,38500.0,31955.0,,2,1,No,No recibo bono,Uno,15.0,1,Jamás,Bisexual o queer,,,2001-5000,Producto basado en Software,3,1,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina","Medallia, IBM"
Hombre,30,Argentina,Provincia de Buenos Aires,12.0,1.0,1.0,0,Universitario,En curso,Ingeniería en Computación,UNTREF - Universidad Nacional de Tres de Febrero,"Sí, de forma particular",Sí,Sí,Architect,"Amazon Web Services, Docker, Linux, Serverless","CSS, HTML, Java, Javascript, Python, TypeScript","Node.js, Vue.js","Amazon DynamoDB, Amazon RDS/Aurora, MySQL",Ninguna,"Android Studio, IntelliJ, Visual Studio Code",macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,100000.0,90000.0,,3,2,No,No recibo bono,No,0.0,0,Jamás,,,,1-10,Producto basado en Software,7,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,14.0,6.0,4.0,38,Secundario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Manager / Director,"Amazon Web Services, Azure, Docker, Linux, Windows Server","Bash/Shell, Python",Ninguno,Ninguna,Ninguna,Ninguno,macOS,iOS,No,0.0,Bruto,Full-Time,196000.0,132000.0,,3,3,De uno a tres sueldos,Performance de la compañía,Uno,25.0,3,Jamás,¿Qué les importa?,,,101-200,Servicios / Consultoría de Software / Digital,9,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Mujer,34,Argentina,Ciudad Autónoma de Buenos Aires,10.0,0.0,5.0,7,Terciario,Incompleto,Profesorado de música,Conservatorio de música Manuel de Falla ,No,Sí,No,Project Manager,Ninguna,Ninguno,Ninguno,Ninguna,Ninguna,Ninguno,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,100000.0,84000.0,,4,3,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,11-50,Servicios / Consultoría de Software / Digital,10,10,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,21,Argentina,Córdoba,2.0,0.0,0.0,0,Universitario,En curso,Ingeniería en Sistemas de Información,Universidad católica de Córdoba,No,Sí,Sí,Developer,"Docker, Linux","C++, CSS, HTML, Java, Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Drupal, Flask, Flutter, jQuery, Node.js, React.js, Vue.js","MongoDB, MySQL, PostgreSQL, SQLite",Postman,Visual Studio Code,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Part-Time,67000.0,56000.0,,3,2,No,No recibo bono,Uno,1.3,7,Jamás,Heterosexual,,No,11-50,Producto basado en Software,9,10,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,40,Argentina,Ciudad Autónoma de Buenos Aires,20.0,10.0,5.0,0,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,Sí,Architect,"Amazon Web Services, Azure, Kubernetes, Linux, Serverless","Java, Javascript","Node.js, React.js, Spring","MongoDB, PostgreSQL, Redis","JUnit, Katalon, Postman","Eclipse, Visual Studio Code",Windows,Android,No,0.0,Bruto,Full-Time,174000.0,122000.0,,1,2,No,No recibo bono,Uno,23.0,6,Jamás,Heterosexual,,,101-200,Servicios / Consultoría de Software / Digital,5,10,"Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Mujer,28,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Terciario,Incompleto,Tecnicatura en Informática,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,QA / Tester,Linux,"Bash/Shell, CSS, HTML, Javascript, PHP",Ninguno,MariaDB,"Cucumber, Selenium","Sublime Text, Vim",Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,60407.0,50138.0,,2,1,No,No recibo bono,Uno,45.0,1,Jamás,Bisexual o queer,,,201-500,Producto basado en Software,7,6,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,15.0,3.0,1.5,16,Universitario,Incompleto,Ingeniería en Informática,UFASTA,"Sí, los pagó un empleador",Sí,No,Manager / Director,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, IBM Cloud / Watson, Kubernetes, Linux","Bash/Shell, Go, Python",Ninguno,"Cassandra, ElasticSearch, MariaDB, PostgreSQL",Ninguna,"Atom, Vim",macOS,iOS,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,450000.0,280000.0,Mi sueldo está dolarizado,3,2,De uno a tres sueldos,Performance de la compañía,No,0.0,0,Jamás,Heterosexual,,No,201-500,Producto basado en Software,9,10,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)","Medallia, auth0, wildlife"
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,10.0,7.0,0.0,0,Universitario,Completado,Licenciatura en Informática,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Developer,"Docker, Kubernetes",Go,Ninguno,MySQL,"Postman, SoapUI",Visual Studio Code,macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,180000.0,130000.0,,3,2,Menos de un sueldo,Mix de las anteriores,Uno,10.0,7,Jamás,Heterosexual,,,5001-10000,Producto basado en Software,9,9,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Lactario en la oficina, Licencia de paternidad/maternidad extendida",Mercado libre
Hombre,45,Argentina,Córdoba,29.0,2.0,2.0,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,Sí,Sí,SysAdmin / DevOps / SRE,"Docker, Firebase, Google Cloud Platform/App Engine, Kubernetes, Linux",Bash/Shell,Ninguno,Google Cloud Storage,Ninguna,Vim,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,149612.0,126500.0,Mi sueldo está dolarizado,2,2,No,No recibo bono,No,0.0,7,En mi trabajo actual,Heterosexual,,,11-50,Servicios / Consultoría de Software / Digital,9,7,Clases de idiomas,
Hombre,32,Argentina,GBA,12.0,4.0,1.0,0,Terciario,En curso,Analista de Sistemas,ORT,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Linux, VMWare, OCI, Terraform",Bash/Shell,Ninguno,Ninguna,Ninguna,Ninguno,Windows,Android,"Sí, pasiva",8500.0,Porcentaje de mi sueldo,Full-Time,69500.0,64500.0,,2,1,No,No recibo bono,Uno,15.0,7,En un trabajo anterior,¿Qué les importa?,,,501-1000,Servicios / Consultoría de Software / Digital,7,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,27,Argentina,Córdoba,2.0,1.0,1.0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker",".NET, C#, CSS, HTML, Javascript",".NET Core, Angular, Bootstrap, jQuery","ElasticSearch, Microsoft SQL Server","Postman, Selenium, SoapUI, TFS",Visual Studio,Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,48500.0,38943.0,,3,2,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,51-100,Producto basado en Software,7,5,Ninguna de las anteriores,"Oversoft, Bit, Rojosoft"
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,2.0,2.0,2.0,0,Terciario,Completado,Licenciatura en Video Juegos,Image Campus,No,No,Sí,QA / Tester,Ninguna,Ninguno,Ninguno,Ninguna,Ninguna,Ninguno,Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,70000.0,65023.0,,3,2,No,No recibo bono,Dos,60.0,4,Jamás,¿Qué les importa?,,,11-50,Producto basado en Software,7,8,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,8.0,4.0,2.0,2,Universitario,Completado,Ingeniería Industrial,UNLP - Universidad Nacional de La Plata,"Sí, los pagó un empleador",No,Sí,Product Manager,Amazon Web Services,"Go, Java","Django, Node.js, React.js, Spark","MySQL, Teradata",Ninguna,"Sublime Text, Visual Studio Code",macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,235500.0,168000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,30.0,7,Jamás,Heterosexual,,,10001+,Producto basado en Software,10,10,"Abono de celular, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Mujer,26,Argentina,GBA,2.0,2.0,2.0,0,Universitario,En curso,Licenciatura en Artes Multimediales,UNA - Universidad Nacional de las Artes,"Sí, de forma particular",No,No,Designer,Ninguna,"CSS, HTML, Java, Javascript",jQuery,Ninguna,Ninguna,"Atom, Visual Studio Code",Windows,Android,No,0.0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),48800.0,43824.0,,2,2,No,No recibo bono,Uno,12.0,1,Jamás,Heterosexual,,,10001+,Producto basado en Software,6,3,Ninguna de las anteriores,
Hombre,24,Argentina,Santa Fe,2.0,0.0,2.0,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Sí,Developer,"Docker, Google Cloud Platform/App Engine, Kubernetes, Linux","Bash/Shell, Python",Django,MariaDB,Ninguna,"PyCharm, Visual Studio Code",GNU/Linux,Android,No,0.0,Neto,Full-Time,105000.0,90000.0,,3,3,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,5001-10000,Servicios / Consultoría de Software / Digital,8,7,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas","Endava, Globant, Bonzzu"
Hombre,27,Argentina,Entre Ríos,3.0,3.0,3.0,0,Universitario,Completado,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,Windows Server,".NET, C#, HTML, Javascript, PHP",WordPress,"MySQL, PostgreSQL",Ninguna,"Visual Studio, Visual Studio Code",Windows,Android,No,0.0,Neto,Part-Time,48000.0,40000.0,,1,1,No,No recibo bono,Uno,12.0,1,Jamás,Heterosexual,,,51-100,Otras industrias,5,5,Ninguna de las anteriores,
Hombre,21,Argentina,Provincia de Buenos Aires,1.0,1.0,1.0,0,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Windows Server","Assembler, C, C++, Python","Hadoop, Node.js","Ninguna, Apache HBase, Cassandra, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, ProxySQL, Redis, SQLite",Ninguna,"Atom, Nano, Sublime Text, Vi, Vim, Visual Studio",GNU/Linux,Android,No,0.0,Bruto,Full-Time,55000.0,50000.0,,2,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,Sí,201-500,Servicios / Consultoría de Software / Digital,8,9,Horarios flexibles,
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,10.0,3.0,3.0,0,Terciario,Completado,Tecnicatura Superior en Análisis de Sistemas,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"AIX, Amazon Web Services, Docker, HP-UX, Linux, VMWare",Bash/Shell,Ninguno,Ninguna,Ninguna,Sublime Text,GNU/Linux,Android,"Sí, pasiva",1360.0,Neto,Full-Time,95125.0,74144.0,,3,3,Un sueldo,Mix de las anteriores,No,0.0,0,En un trabajo anterior,Heterosexual,Visual,No,1001-2000,Otras industrias,7,6,"Abono de celular, Capacitaciones y/o cursos, Cuota para universidad / posgrados",
Hombre,22,Argentina,Ciudad Autónoma de Buenos Aires,2.0,0.0,2.0,0,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,No,Sí,Sí,SysAdmin / DevOps / SRE,"Docker, Kubernetes, Linux, OpenShift, VMWare","Bash/Shell, Python",Ninguno,Oracle,Ninguna,Visual Studio Code,Windows,Android,"Sí, pasiva",15.0,Porcentaje de mi sueldo,Full-Time,100000.0,82000.0,,4,4,Un sueldo,Performance grupal,Dos,30.0,6,Jamás,Heterosexual,"Motriz, Visceral",Sí,201-500,Producto basado en Software,7,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)","EY, ResolvIt, Naranja X"
Hombre,24,Argentina,Santa Fe,4.0,1.0,1.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Developer,Ninguna,Java,Ninguno,Microsoft SQL Server,Ninguna,"IntelliJ, Notepad++",Windows,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,90000.0,72000.0,,3,1,De uno a tres sueldos,Performance de la compañía,Dos,11.0,3,Jamás,Heterosexual,,,501-1000,Otras industrias,8,8,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,33,Argentina,Ciudad Autónoma de Buenos Aires,6.0,9.0,5.0,0,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"AIX, Docker, Linux, VMWare","Bash/Shell, Python",Ninguno,Ninguna,Ninguna,"Sublime Text, Vi, Vim, Visual Studio Code",Windows,Android,"Sí, pasiva",1000.0,Neto,Full-Time,105000.0,80000.0,,2,2,Menos de un sueldo,Performance individual,No,0.0,0,Jamás,Heterosexual,Visual,No,1001-2000,Otras industrias,4,3,"Abono de celular, Clases de gimnasia online, Cuota para universidad / posgrados","Banco Galicia, Personal"
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,14.0,7.0,7.0,0,Terciario,Incompleto,Analista de Sistemas,ESBA - Escuela Superior Buenos Aires,No,No,No,SysAdmin / DevOps / SRE,"HP-UX, Linux",Bash/Shell,Ninguno,Ninguna,Ninguna,Ninguno,Windows,iOS,"Sí, pasiva",4000.0,Bruto,Full-Time,72300.0,57117.0,,3,3,De uno a tres sueldos,sindicato,Dos,12.0,6,Jamás,Heterosexual,,,10001+,Otras industrias,7,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida",
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,11.0,1.0,1.0,3,Universitario,Completado,Tecnicatura Superior en Programación,UNLaM - Universidad Nacional de La Matanza,"Sí, de forma particular",No,No,BI Analyst / Data Analyst,"Linux, informatica powercenter",SQL,Ninguno,Oracle,Ninguna,Notepad++,Windows,Android,"Sí, activa",1.0,Porcentaje de mi sueldo,Full-Time,90000.0,75000.0,,3,3,Menos de un sueldo,Mix de las anteriores,Más de tres,8.0,7,En un trabajo anterior,Heterosexual,,No,11-50,Servicios / Consultoría de Software / Digital,9,8,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,22.0,4.0,3.0,0,Universitario,Incompleto,Analista de Sistemas,UK - Universidad Kennedy,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Middleware,"AIX, Amazon Web Services, HP-UX, Linux, VMWare, F5","Bash/Shell, HTML, Java, Javascript, Perl, PHP, Python, TypeScript","Bootstrap, jQuery, Node.js","ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite, Oracle ",Ninguna,"Vi, Vim",Windows,Android,"Sí, pasiva",1600.0,Neto,Full-Time,100000.0,75000.0,,2,2,Menos de un sueldo,Performance individual,No,0.0,0,Jamás,Heterosexual,,No,1001-2000,Producto basado en Software,6,7,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,0.0,0.0,0.0,0,Terciario,En curso,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",Sí,Sí,Developer,Ninguna,"CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, jQuery","Microsoft SQL Server, Oracle",Ninguna,Visual Studio Code,Windows,Android,No,0.0,Porcentaje de mi sueldo,Part-Time,27000.0,21995.0,,2,2,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,101-200,Producto basado en Software,8,8,"Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles","Atos, mercado libre, bbva"
Hombre,50,Argentina,Ciudad Autónoma de Buenos Aires,30.0,4.0,4.0,24,Universitario,Incompleto,Ingeniería Electrónica,,No,No,Sí,VP / C-Level,"*BSD, Linux, VMWare","C, C++, Java, Python",Ninguno,SQLite,Ninguna,"Sublime Text, Vi, Visual Studio Code",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,480000.0,345420.0,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0.0,0,En un trabajo anterior,¿Qué les importa?,,,1-10,Producto basado en Software,9,6,"Cuota para universidad / posgrados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,26,Argentina,Mendoza,3.0,0.0,3.0,0,Terciario,Incompleto,Analista Programador,,"Sí, de forma particular",Sí,Sí,Developer,Docker,Java,Spring,"MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL","Cucumber, Cypress, JUnit, Postman, SoapUI","Eclipse, Visual Studio Code",Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,82000.0,67000.0,,3,3,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,Visual,No,51-100,Otras industrias,7,9,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Descuentos en productos de la compañía (seguros).","Eventbrite, Mercado Libre, Al Mundo."
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,12.0,10.0,5.0,0,Secundario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Storage / Backup,"AIX, Linux, VMWare, Windows Server","Bash/Shell, VBA",Ninguno,Ninguna,Ninguna,Ninguno,Windows,Android,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,92000.0,72000.0,,3,3,Menos de un sueldo,Performance individual,No,0.0,0,En mi trabajo actual,Heterosexual,,,1001-2000,Otras industrias,7,7,"Abono de celular, Horarios flexibles",
Hombre,22,Argentina,GBA,3.0,0.0,0.0,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,Sí,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Kubernetes, Linux","Go, Javascript, Python, Ruby, TypeScript","Django, Flask, Node.js, Rails","Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, PostgreSQL, Redis","Jest, Webdriver.IO",Vim,GNU/Linux,Android,No,0.0,Bruto,Remoto (empresa de otro país),170200.0,130000.0,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0.0,0,Jamás,Bisexual o queer,Visual,No,11-50,Servicios / Consultoría de Software / Digital,9,7,"Capacitaciones y/o cursos, Horarios flexibles",
Hombre,32,Argentina,Provincia de Buenos Aires,12.0,7.0,7.0,0,Secundario,Incompleto,Telecomunicaciones,prozcenter,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Networking,"*BSD, Docker, Linux, VMWare, proxmox",Ninguno,Ninguno,"MariaDB, MongoDB",Ninguna,"Nano, Notepad++, Vim",Windows,Android,"Sí, pasiva",80000.0,Neto,Full-Time,42000.0,36000.0,,3,1,Menos de un sueldo,Performance individual,No,0.0,0,Jamás,Heterosexual,,No,11-50,Otras industrias,8,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos",
Hombre,22,Argentina,Ciudad Autónoma de Buenos Aires,1.5,1.0,1.0,0,Universitario,Incompleto,Ingeniería Química,"USB - Universidad Simón Bolívar (Caracas, Venezuela)","Sí, de forma particular",No,Sí,Developer,"Docker, Linux","CSS, HTML, Javascript",React.js,Ninguna,Jest,"Vim, Visual Studio Code",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,60000.0,49800.0,,1,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,No,501-1000,Otras industrias,1,7,"Capacitaciones y/o cursos, Horarios flexibles",
Mujer,30,Argentina,GBA,10.0,0.0,4.0,0,Universitario,Incompleto,Ingeniería en Informática,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Kubernetes, Linux","CSS, Elixir, HTML, Javascript, Ruby, SQL, TypeScript","Cordova, Rails, Stencil.js","Amazon RDS/Aurora, PostgreSQL, Redis","Mocha, Postman",Visual Studio Code,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Remoto (empresa de otro país),283000.0,265000.0,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,10,10,Horarios flexibles,
Hombre,28,Argentina,Provincia de Buenos Aires,2.0,2.0,2.0,0,Secundario,Completado,,,"Sí, de forma particular",Sí,Sí,Developer,Ninguna,Javascript,React Native,GraphQL,Ninguna,Visual Studio Code,macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,54120.0,47875.0,,3,3,No,No recibo bono,Uno,1.0,6,Jamás,Heterosexual,,,101-200,Producto basado en Software,8,9,"Abono de Internet, Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida","Globant, Accenture, Global Logic, Spark Digital"
Hombre,22,Argentina,GBA,3.0,2.0,2.0,0,Universitario,En curso,Licenciatura en Redes,UP - Universidad de Palermo,"Sí, de forma particular",No,Sí,SysAdmin / DevOps / SRE,"Azure, Windows Server",Bash/Shell,Ninguno,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna,Ninguno,Windows,Android,No,0.0,Neto,Part-Time,65000.0,40000.0,,3,2,No,No recibo bono,Uno,25.0,3,Jamás,Heterosexual,Visual,No,11-50,Producto basado en Software,5,9,Cuota para universidad / posgrados,"Salesforce, Medallia"
